"Actual investments by state, technology, and quarter (2023 million USD)"

version:,2024_Q4.20250218.0
created:,Tue Feb 18 16:00:32 2025 (MST)

Segment,State,Technology,Subcategory,quarter,Estimated_Actual_Quarterly_Expenditure,Decarb_Sector
Energy and Industry,CA,Solar,Solar Photovoltaic,2021-Q2,710.421953,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2021-Q3,893.335967,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2021-Q4,1191.378540,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2022-Q1,750.275079,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2022-Q2,785.443703,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2022-Q3,785.678327,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2022-Q4,973.209716,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2023-Q1,1022.806723,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2023-Q2,1163.604418,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2023-Q3,1135.035614,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2023-Q4,859.093047,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2024-Q1,670.320288,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2024-Q2,658.300187,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2024-Q3,719.728873,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2024-Q4,947.204019,Power
Energy and Industry,CA,Storage,Batteries,2018-Q1,65.399428,Power
Energy and Industry,CA,Storage,Batteries,2018-Q2,40.253335,Power
Energy and Industry,CA,Storage,Batteries,2018-Q3,47.584022,Power
Energy and Industry,CA,Storage,Batteries,2018-Q4,19.929383,Power
Energy and Industry,CA,Storage,Batteries,2019-Q1,11.881527,Power
Energy and Industry,CA,Storage,Batteries,2019-Q2,11.680288,Power
Energy and Industry,CA,Storage,Batteries,2019-Q3,69.171419,Power
Energy and Industry,CA,Storage,Batteries,2019-Q4,220.319554,Power
Energy and Industry,CA,Storage,Batteries,2020-Q1,263.278493,Power
Energy and Industry,CA,Storage,Batteries,2020-Q2,320.098267,Power
Energy and Industry,CA,Storage,Batteries,2020-Q3,449.391046,Power
Energy and Industry,CA,Storage,Batteries,2020-Q4,832.325210,Power
Energy and Industry,CA,Storage,Batteries,2021-Q1,1280.550460,Power
Energy and Industry,CA,Storage,Batteries,2021-Q2,1269.170054,Power
Energy and Industry,CA,Storage,Batteries,2021-Q3,1029.265615,Power
Energy and Industry,CA,Storage,Batteries,2021-Q4,1103.976301,Power
Energy and Industry,CA,Storage,Batteries,2022-Q1,1153.954892,Power
Energy and Industry,CA,Storage,Batteries,2022-Q2,1218.173947,Power
Energy and Industry,CA,Storage,Batteries,2022-Q3,1417.872376,Power
Energy and Industry,CA,Storage,Batteries,2022-Q4,1200.245596,Power
Energy and Industry,CA,Storage,Batteries,2023-Q1,1875.381496,Power
Energy and Industry,CA,Storage,Batteries,2023-Q2,2019.804291,Power
Energy and Industry,CA,Storage,Batteries,2023-Q3,2069.016597,Power
Energy and Industry,CA,Storage,Batteries,2023-Q4,1994.827653,Power
Energy and Industry,CA,Storage,Batteries,2024-Q1,2156.912369,Power
Energy and Industry,CA,Storage,Batteries,2024-Q2,1593.086876,Power
Energy and Industry,CA,Storage,Batteries,2024-Q3,1551.540567,Power
Energy and Industry,CA,Storage,Batteries,2024-Q4,1471.068113,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2018-Q1,90.997357,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2018-Q2,90.655287,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2018-Q3,92.535428,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2018-Q4,67.772651,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2019-Q1,24.763526,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2019-Q2,24.358804,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2019-Q3,22.960334,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2019-Q4,16.093974,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2020-Q1,6.016376,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2020-Q2,49.416140,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2020-Q3,64.890345,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2020-Q4,78.430275,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2021-Q1,305.858184,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2021-Q2,58.801624,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2021-Q3,52.031659,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2021-Q4,38.491730,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2022-Q1,20.471646,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2022-Q2,11.461605,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2022-Q3,10.936882,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2022-Q4,10.674520,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2023-Q1,23.616400,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2023-Q2,27.454025,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2023-Q3,27.454025,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2023-Q4,23.895851,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2024-Q1,96.602103,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2024-Q2,49.015554,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2024-Q3,5.266630,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2024-Q4,1.755543,Power
Energy and Industry,CO,Carbon Management,Direct Air Capture,2022-Q3,0.199412,Carbon Removal
Energy and Industry,CO,Carbon Management,Direct Air Capture,2022-Q4,0.611530,Carbon Removal
Energy and Industry,CO,Carbon Management,Direct Air Capture,2023-Q1,0.598236,Carbon Removal
Energy and Industry,CO,Carbon Management,Direct Air Capture,2023-Q2,0.604883,Carbon Removal
Energy and Industry,CO,Carbon Management,Direct Air Capture,2023-Q3,0.013294,Carbon Removal
Energy and Industry,CO,Hydrogen,PEM,2020-Q2,0.261328,Industry
Energy and Industry,CO,Hydrogen,PEM,2020-Q3,0.429324,Industry
Energy and Industry,CO,Hydrogen,PEM,2020-Q4,0.429324,Industry
Energy and Industry,CO,Hydrogen,PEM,2021-Q1,0.419991,Industry
Energy and Industry,CO,Hydrogen,PEM,2021-Q2,0.424658,Industry
Energy and Industry,CO,Hydrogen,PEM,2021-Q3,0.429324,Industry
Energy and Industry,CO,Hydrogen,PEM,2021-Q4,0.429324,Industry
Energy and Industry,CO,Hydrogen,PEM,2022-Q1,0.419991,Industry
Energy and Industry,CO,Hydrogen,PEM,2022-Q2,0.424658,Industry
Energy and Industry,CO,Hydrogen,PEM,2022-Q3,0.429324,Industry
Energy and Industry,CO,Hydrogen,PEM,2022-Q4,0.429324,Industry
Energy and Industry,CO,Other,Conventional Hydroelectric,2018-Q1,8.684973,Power
Energy and Industry,CO,Other,Conventional Hydroelectric,2018-Q2,8.684973,Power
Energy and Industry,CO,Other,Conventional Hydroelectric,2018-Q3,8.684973,Power
Energy and Industry,CO,Other,Conventional Hydroelectric,2018-Q4,8.684973,Power
Energy and Industry,CO,Other,Conventional Hydroelectric,2019-Q1,8.684973,Power
Energy and Industry,CO,Other,Conventional Hydroelectric,2019-Q2,2.894991,Power
Energy and Industry,CO,Other,Conventional Hydroelectric,2020-Q4,1.736995,Power
Energy and Industry,CO,Other,Conventional Hydroelectric,2021-Q1,5.210984,Power
Energy and Industry,CO,Other,Conventional Hydroelectric,2021-Q2,5.210984,Power
Energy and Industry,CO,Other,Conventional Hydroelectric,2021-Q3,5.210984,Power
Energy and Industry,CO,Other,Conventional Hydroelectric,2021-Q4,5.210984,Power
Energy and Industry,CO,Other,Conventional Hydroelectric,2022-Q1,5.210984,Power
Energy and Industry,CO,Other,Conventional Hydroelectric,2022-Q2,5.210984,Power
Energy and Industry,CO,Other,Conventional Hydroelectric,2022-Q3,5.210984,Power
Energy and Industry,CO,Other,Conventional Hydroelectric,2022-Q4,1.736995,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2018-Q1,11.072941,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2018-Q2,24.907382,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2018-Q3,61.125411,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2018-Q4,49.793596,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2019-Q1,11.890769,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2019-Q2,38.137658,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2019-Q3,82.416296,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2019-Q4,44.707118,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2020-Q1,36.076802,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2020-Q2,57.089012,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2020-Q3,71.739262,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2020-Q4,124.740565,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2021-Q1,144.872934,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2021-Q2,149.065034,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2021-Q3,132.819777,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2021-Q4,142.375248,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2022-Q1,224.949522,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2022-Q2,222.278966,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2022-Q3,194.681467,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2022-Q4,133.238337,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2023-Q1,164.738210,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2023-Q2,195.859409,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2023-Q3,119.954942,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2023-Q4,72.257565,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2024-Q1,53.176510,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2024-Q2,100.498810,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2024-Q3,139.308257,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2024-Q4,244.893431,Power
Energy and Industry,CO,Storage,Batteries,2018-Q1,4.343896,Power
Energy and Industry,CO,Storage,Batteries,2018-Q2,7.369128,Power
Energy and Industry,CO,Storage,Batteries,2018-Q3,7.369128,Power
Energy and Industry,CO,Storage,Batteries,2018-Q4,5.481607,Power
Energy and Industry,CO,Storage,Batteries,2019-Q4,0.177646,Power
Energy and Industry,CO,Storage,Batteries,2020-Q1,0.532937,Power
Energy and Industry,CO,Storage,Batteries,2020-Q2,0.532937,Power
Energy and Industry,CO,Storage,Batteries,2020-Q3,0.532937,Power
Energy and Industry,CO,Storage,Batteries,2021-Q4,24.702257,Power
Energy and Industry,CO,Storage,Batteries,2022-Q1,74.106771,Power
Energy and Industry,CO,Storage,Batteries,2022-Q2,77.545326,Power
Energy and Industry,CO,Storage,Batteries,2022-Q3,77.545326,Power
Energy and Industry,CO,Storage,Batteries,2022-Q4,77.545326,Power
Energy and Industry,CO,Storage,Batteries,2023-Q1,75.252956,Power
Energy and Industry,CO,Storage,Batteries,2023-Q2,78.163535,Power
Energy and Industry,CO,Storage,Batteries,2023-Q3,43.138531,Power
Energy and Industry,CO,Storage,Batteries,2023-Q4,43.138531,Power
Energy and Industry,CO,Storage,Batteries,2024-Q1,31.618255,Power
Energy and Industry,CO,Storage,Batteries,2024-Q2,8.577701,Power
Energy and Industry,CO,Storage,Batteries,2024-Q3,8.577701,Power
Energy and Industry,CO,Storage,Batteries,2024-Q4,73.505593,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2018-Q1,250.889846,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2018-Q2,375.629021,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2018-Q3,250.889846,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2018-Q4,0.940997,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2019-Q2,51.423627,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2019-Q3,69.244162,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2019-Q4,188.926271,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2020-Q1,585.448383,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2020-Q2,620.535243,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2020-Q3,260.196179,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2020-Q4,104.450883,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2021-Q1,104.450883,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2021-Q2,69.364023,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2021-Q3,90.466865,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2021-Q4,66.336274,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2022-Q1,66.336274,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2022-Q2,44.224183,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2023-Q3,197.136995,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2023-Q4,131.424664,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2018-Q1,11.630032,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2018-Q2,15.934091,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2018-Q3,15.133336,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2018-Q4,9.252791,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2019-Q1,0.714325,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2019-Q2,24.419373,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2019-Q3,27.960973,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2019-Q4,19.976018,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2020-Q1,7.925069,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2020-Q2,11.533102,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2020-Q3,13.869827,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2020-Q4,13.493816,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2021-Q1,24.681727,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2021-Q2,43.370722,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2021-Q3,45.168493,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2021-Q4,29.352144,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2022-Q1,7.924210,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2022-Q2,12.820230,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2022-Q3,15.854953,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2022-Q4,11.687267,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2023-Q1,6.007185,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2023-Q2,10.464587,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2023-Q3,25.776873,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2023-Q4,49.653524,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2024-Q1,54.973589,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2024-Q2,43.273131,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2024-Q3,47.833182,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2024-Q4,25.381474,Power
Energy and Industry,CT,Storage,Batteries,2021-Q1,1.691972,Power
Energy and Industry,CT,Storage,Batteries,2021-Q2,1.691972,Power
Energy and Industry,CT,Storage,Batteries,2021-Q3,1.691972,Power
Energy and Industry,CT,Storage,Batteries,2021-Q4,1.691972,Power
Energy and Industry,CT,Storage,Batteries,2022-Q1,1.691972,Power
Energy and Industry,CT,Storage,Batteries,2022-Q2,1.691972,Power
Energy and Industry,CT,Storage,Batteries,2022-Q3,1.691972,Power
Energy and Industry,CT,Storage,Batteries,2022-Q4,1.691972,Power
Energy and Industry,CT,Storage,Batteries,2023-Q1,1.691972,Power
Energy and Industry,CT,Storage,Batteries,2023-Q2,1.691972,Power
Energy and Industry,CT,Storage,Batteries,2023-Q3,1.691972,Power
Energy and Industry,CT,Storage,Batteries,2023-Q4,1.691972,Power
Energy and Industry,CT,Storage,Batteries,2024-Q1,1.691972,Power
Energy and Industry,CT,Storage,Batteries,2024-Q2,1.691972,Power
Energy and Industry,CT,Storage,Batteries,2024-Q3,1.691972,Power
Energy and Industry,CT,Storage,Batteries,2024-Q4,1.691972,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2018-Q2,2.593550,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2018-Q3,3.890325,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2018-Q4,3.252927,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2019-Q1,0.659377,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2019-Q2,0.615419,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2019-Q3,1.572112,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2019-Q4,2.091991,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2020-Q1,1.043917,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2020-Q2,0.239231,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2020-Q3,1.721093,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2020-Q4,3.109378,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2021-Q1,3.261518,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2021-Q2,1.930286,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2021-Q3,2.083034,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2021-Q4,1.489038,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2022-Q1,0.485556,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2022-Q3,0.181729,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2022-Q4,0.890168,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2023-Q1,0.890168,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2023-Q2,0.708439,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2023-Q3,0.344981,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2023-Q4,3.774522,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2024-Q1,5.489293,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2024-Q2,4.220122,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2024-Q3,1.013381,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2024-Q4,1.013381,Power
Energy and Industry,DE,Other,Landfill Gas,2019-Q3,0.300184,Power
Energy and Industry,DE,Other,Landfill Gas,2019-Q4,0.300184,Power
Energy and Industry,DE,Other,Landfill Gas,2020-Q1,0.300184,Power
Energy and Industry,DE,Other,Landfill Gas,2020-Q2,0.300184,Power
Energy and Industry,DE,Other,Landfill Gas,2020-Q3,0.300184,Power
Energy and Industry,DE,Other,Landfill Gas,2020-Q4,0.300184,Power
Energy and Industry,DE,Other,Landfill Gas,2021-Q1,0.300184,Power
Energy and Industry,DE,Other,Landfill Gas,2021-Q2,0.200123,Power
Energy and Industry,DE,Solar,Solar Photovoltaic,2018-Q1,1.050991,Power
Energy and Industry,DE,Solar,Solar Photovoltaic,2018-Q2,2.802643,Power
Energy and Industry,DE,Solar,Solar Photovoltaic,2019-Q2,1.318754,Power
Energy and Industry,DE,Solar,Solar Photovoltaic,2019-Q3,1.978132,Power
Energy and Industry,DE,Solar,Solar Photovoltaic,2019-Q4,1.318754,Power
Energy and Industry,DE,Solar,Solar Photovoltaic,2020-Q1,0.230747,Power
Energy and Industry,DE,Solar,Solar Photovoltaic,2020-Q2,0.346120,Power
Energy and Industry,DE,Solar,Solar Photovoltaic,2020-Q3,0.346120,Power
Energy and Industry,DE,Solar,Solar Photovoltaic,2020-Q4,0.346120,Power
Energy and Industry,DE,Solar,Solar Photovoltaic,2021-Q1,0.346120,Power
Energy and Industry,DE,Solar,Solar Photovoltaic,2021-Q2,0.115373,Power
Energy and Industry,DE,Solar,Solar Photovoltaic,2021-Q4,0.910417,Power
Energy and Industry,DE,Solar,Solar Photovoltaic,2022-Q1,9.761693,Power
Energy and Industry,DE,Solar,Solar Photovoltaic,2022-Q2,26.857302,Power
Energy and Industry,DE,Solar,Solar Photovoltaic,2022-Q3,26.553829,Power
Energy and Industry,DE,Solar,Solar Photovoltaic,2022-Q4,8.851276,Power
Energy and Industry,DE,Solar,Solar Photovoltaic,2023-Q2,0.653246,Power
Energy and Industry,DE,Solar,Solar Photovoltaic,2023-Q3,1.959738,Power
Energy and Industry,DE,Solar,Solar Photovoltaic,2023-Q4,3.796992,Power
Energy and Industry,DE,Solar,Solar Photovoltaic,2024-Q1,2.755881,Power
Energy and Industry,DE,Solar,Solar Photovoltaic,2024-Q2,3.102864,Power
Energy and Industry,DE,Solar,Solar Photovoltaic,2024-Q3,1.265610,Power
Energy and Industry,DE,Solar,Solar Photovoltaic,2024-Q4,1.265610,Power
Energy and Industry,FL,Hydrogen,NG w CCUS,2023-Q2,2.265045,Industry
Energy and Industry,FL,Hydrogen,NG w CCUS,2023-Q3,8.335367,Industry
Energy and Industry,FL,Hydrogen,NG w CCUS,2023-Q4,8.335367,Industry
Energy and Industry,FL,Hydrogen,NG w CCUS,2024-Q1,8.244765,Industry
Energy and Industry,FL,Hydrogen,NG w CCUS,2024-Q2,8.244765,Industry
Energy and Industry,FL,Hydrogen,NG w CCUS,2024-Q3,8.335367,Industry
Energy and Industry,FL,Hydrogen,NG w CCUS,2024-Q4,8.335367,Industry
Energy and Industry,FL,Hydrogen,PEM,2022-Q4,4.108892,Industry
Energy and Industry,FL,Hydrogen,PEM,2023-Q1,20.544462,Industry
Energy and Industry,FL,Hydrogen,PEM,2023-Q2,20.772734,Industry
Energy and Industry,FL,Hydrogen,PEM,2023-Q3,21.001006,Industry
Energy and Industry,FL,Hydrogen,PEM,2023-Q4,2.510990,Industry
Energy and Industry,FL,Hydrogen,Unknown Electrolysis,2023-Q4,0.229397,Industry
Energy and Industry,FL,Hydrogen,Unknown Electrolysis,2024-Q1,0.652348,Industry
